-1.515003719,2.315640502,-0.173546126,0.188559055,0.206688207,0.543412503,-0.751745166,-0.71738239,-1.069121249,0.470539959,0.280880928,0.53460324,0.31830476,0.392795203,0.977184059,-1.122951749,0.080820121,0.725849407,0.629819609,-0.785172456,-0.056392119,0.115739413,-0.410698475,0.248780071,-0.860940114,0.471413383,-0.877163088,0.091937894,1.320424327,1
-1.782837135,1.876372869,0.430229858,1.222580982,0.115045718,1.181055166,-0.219744555,-0.320732814,-0.903355003,0.404090324,0.064530199,0.119242829,1.152559,-0.180942905,1.160520393,-0.458439612,1.313715368,0.983595909,-0.010891501,0.022047994,-0.305985345,-0.198739229,-0.524316642,0.562890219,-1.485597383,0.098348623,-0.522390276,-0.177601313,0.153015848,1
-1.343033634,1.336952338,0.08828485,-0.021096875,0.413545816,0.302863318,-0.29643962,-0.403373112,-1.043033662,0.098053281,0.417836457,0.513734384,0.512167684,-0.009911866,0.670926817,-0.684825381,0.603294167,0.651973269,0.628967535,-0.119758711,-0.451575723,0.100290248,-0.437826568,0.230408622,-0.235156668,0.662979076,-0.762091055,0.20001185,1.050577713,1
-1.254749362,1.244262899,0.185718718,0.557883075,0.967451544,0.218175006,-0.350830601,-0.449026077,-1.071304405,0.643185492,0.92162713,0.150805922,0.627563103,-0.314155186,0.96030703,-0.835983148,1.215261156,0.847061948,0.318028326,-0.185347741,-0.723124678,0.121392208,-0.760912082,0.585063903,0.118967755,0.004547656,-0.707452015,0.518012832,0.611572001,1
-1.711526397,1.564404314,0.452900013,0.200886064,0.578623562,0.439890133,-0.399843627,-0.724795025,-0.748604414,0.449851508,0.293980453,0.567042688,0.394753413,0.101563429,0.576016106,-0.480633607,0.524019765,0.64805942,0.682526204,0.199747301,-0.451627124,0.597433538,-0.172535143,-0.151456737,-0.675379977,0.818702276,-0.522379321,0.27142159,1.121641877,1
-1.25418503,1.411260756,0.620157778,0.018329902,0.180469439,0.113431166,-0.49088924,-0.252851821,-0.733715681,0.723064497,0.002058285,0.81305914,0.497527575,0.70805963,0.639762736,-0.756571006,0.565124072,0.122622388,0.346539467,0.209475911,-0.180585639,0.253894834,0.067857198,-0.121575812,-0.658861449,0.568196919,-0.574769368,0.21762829,0.749277588,1
-1.103320518,0.374924119,0.051901821,-0.270790138,0.876181431,0.120417393,-0.055374586,0.303052712,-0.03003469,0.070310227,0.167557678,-0.028973996,0.406852668,0.394000598,-0.028356717,-0.17959658,0.242057545,0.081882645,-0.381005413,0.43308014,-0.010549915,0.977482454,-0.415026896,-0.317444098,0.396991442,0.532048558,-1.079903039,0.496427827,0.243641786,1
-1.941142581,0.69675329,0.34353046,0.790445493,0.50720577,-0.177602388,-0.05547574,-0.129282652,-0.964193403,0.538606561,0.128914145,0.569127839,1.683547247,-0.40926885,1.048026331,-0.755238498,1.035741902,0.879307845,0.0151458,-0.337734731,-0.272711891,0.460249657,-0.673597764,0.597463868,-0.286537694,0.556846829,-0.355902459,-0.161562576,0.714751648,1
-0.499272545,1.802512856,-0.075656535,-0.435112861,0.373442312,0.477357022,-0.599660984,-0.49591322,-0.433046636,0.924799879,0.671673127,0.447862645,0.145317311,0.204017752,0.524286408,-0.450733093,0.319531115,0.018880487,-0.175691257,0.245149603,-0.411777118,0.388362564,-0.539815929,0.008670358,-0.015197296,0.422051947,-0.672521568,0.533119211,0.303426467,1
-1.31088278,1.606889143,0.413475556,0.460782223,1.071961318,0.958189771,-0.870020974,-0.527459894,-0.7040208,0.872236631,0.735688977,0.048050575,1.012309753,0.21412365,0.675636128,-0.305067753,1.038178997,0.587770279,0.133613002,0.161398724,-0.068182804,0.271434967,0.102352426,0.295503888,-0.048597661,0.894266901,-0.609982149,0.614487796,0.826774903,1
